ID	Taxonomy
T2108173967:k141_92927_length_29250_cov_182.4409	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium,virulent
T2108173967:k141_762731_length_26425_cov_71.7259	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,NA,temperate
T2108173967:k141_795797_length_23883_cov_159.0000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus,temperate
T2108173967:k141_847717_length_10836_cov_103.0000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,NA,virulent
T2109198914:k141_22364_length_8731_cov_10226.3995	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella,temperate
1111525849638712:k141_30067_length_18046_cov_44.0000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Rountreeviridae,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,virulent
T2109199049:k141_8619_length_28741_cov_323.2106	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2109199049:k141_6745_length_18007_cov_337.9199	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2109198932:k141_148076_length_26026_cov_119.0000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
1111525849737037:k141_246083_length_48571_cov_1178.0000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia,temperate
T2108173949:k141_114831_length_28573_cov_81.0925	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
1111525849644733:k141_31598_length_35049_cov_162.0454	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,temperate
1111525849644733:k141_68580_length_18215_cov_62.5069	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,virulent
1111525849644733:k141_82403_length_16988_cov_259.5564	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Rountreeviridae,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,virulent
1111525849644733:k141_9008_length_8589_cov_120.0000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2109199067:k141_144258_length_14639_cov_527.9683	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2108173976:k141_8561_length_37159_cov_95.3987	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2109198923:k141_46576_length_41958_cov_277.9762	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2109198923:k141_58692_length_37189_cov_146.8621	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas,virulent
1111525849475830:k141_1720558_length_67458_cov_45.5609	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,NA,virulent
T2107171979:k141_113301_length_35825_cov_94.7260	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,NA,temperate
T2109199058:k141_57401_length_28099_cov_311.2860	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2109199058:k141_25557_length_9413_cov_221.0170	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2109199193:k141_4547_length_39856_cov_9632.5493	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2109199193:k141_25310_length_31467_cov_167.3600	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2109199193:k141_94912_length_26442_cov_415.7749	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2109199193:k141_10257_length_17588_cov_657.0000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Rountreeviridae,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,virulent
T2109199193:k141_66375_length_10101_cov_891.7591	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2108173994:k141_1396717_length_29581_cov_116.9803	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium,virulent
1111525849861219:k141_614868_length_45756_cov_34.0007	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
1111525849760419:k141_62940_length_28297_cov_112.8568	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium,temperate
1111525849760419:k141_130069_length_18167_cov_60.0000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Rountreeviridae,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,virulent
T2108173958:k141_841764_length_202286_cov_107.0031	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Herelleviridae,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,temperate
T2108173958:k141_627887_length_178369_cov_169.3681	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,NA,virulent
T2108173958:k141_7763_length_78702_cov_150.3396	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,virulent
T2108173958:k141_1532161_length_53427_cov_124.1189	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2108173958:k141_1329368_length_51891_cov_239.0000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,temperate
T2108173958:k141_644865_length_41904_cov_127.7780	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,virulent
T2108173958:k141_695790_length_40774_cov_75.6419	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,virulent
T2108173958:k141_87321_length_39173_cov_121.6807	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,temperate
T2108173958:k141_250860_length_39055_cov_75.0459	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,NA,virulent
T2108173958:k141_165382_length_35539_cov_221.9323	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,temperate
T2108173958:k141_898704_length_25306_cov_182.0941	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,temperate
T2108173958:k141_123677_length_24376_cov_130.5668	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus,temperate
T2108173958:k141_572607_length_23425_cov_132.2526	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,temperate
T2108173958:k141_399746_length_22745_cov_185.1115	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,virulent
T2108173958:k141_365761_length_21088_cov_373.0000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,NA,temperate
T2108173958:k141_1395112_length_15023_cov_109.8389	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,virulent
T2108173958:k141_200873_length_11327_cov_104.0000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,NA,virulent
T2108173958:k141_957466_length_9796_cov_121.0000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,NA,virulent
T2108173958:k141_809656_length_8027_cov_162.3235	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella,virulent
T2108173877:k141_170697_length_150549_cov_120.6364	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,NA,virulent
T2108173877:k141_105706_length_144395_cov_95.6369	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,NA,virulent
T2108173877:k141_267165_length_140396_cov_90.1552	NA,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,virulent
T2108173877:k141_149627_length_113121_cov_141.6412	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,NA,virulent
T2108173877:k141_278302_length_44306_cov_78.0000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,virulent
T2108173877:k141_32095_length_43879_cov_192.7798	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,virulent
T2108173877:k141_84195_length_40283_cov_107.7631	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Finegoldia,temperate
T2108173877:k141_86991_length_39620_cov_175.0000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,virulent
T2108173877:k141_579898_length_36108_cov_108.1009	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2108173877:k141_14647_length_29366_cov_2543.0000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium,virulent
T2108173877:k141_470170_length_28664_cov_84.7755	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,NA,temperate
T2108173877:k141_182054_length_28577_cov_142.9707	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella_A,virulent
T2108173877:k141_448755_length_26199_cov_121.5403	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus,temperate
T2108173877:k141_1025772_length_23387_cov_152.4260	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,temperate
T2108173877:k141_199360_length_7316_cov_144.0000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,virulent
1111525849478044:k141_841228_length_40357_cov_82.0000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae,NA,virulent
T2109199076:k141_75249_length_23184_cov_155.0000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2109199157:k141_4431_length_42222_cov_72.9778	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2109199005:k141_5323_length_34866_cov_42723.6407	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2108174139:k141_729952_length_33458_cov_67.9536	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2108174058:k141_606132_length_20838_cov_140.7116	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2108174058:k141_827892_length_19672_cov_122.8856	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2109199041:k141_25738_length_27495_cov_12328.4478	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2109199041:k141_8430_length_17608_cov_13697.1730	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2108173923:k141_130268_length_29319_cov_4191.0296	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium,virulent
T2108174094:k141_1562820_length_364756_cov_69.2674	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,NA,virulent
T2109199023:k141_11280_length_14586_cov_7844.1139	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
1111525849481321:k141_91819_length_5032_cov_174.9601	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas,temperate
T2108173941:k141_273529_length_10854_cov_162.9849	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,temperate
T2107171980:k141_13542_length_41534_cov_6420.2841	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2107171980:k141_157126_length_27446_cov_85.3299	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium,virulent
T2107171980:k141_308469_length_17218_cov_82.0000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Rountreeviridae,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,virulent
T2107171980:k141_30982_length_10923_cov_294.5620	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2109199014:k141_51235_length_34249_cov_157.6007	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
MET0675:k119_5768_length_30175_cov_230.0000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium,virulent
MET0396:k119_35480_length_32079_cov_708.5569	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Casjensviridae,NA,virulent
T2109199113:k141_1262_length_30535_cov_2422.3222	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2109199032:k141_20322_length_31162_cov_2389.1059	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B,temperate
T2108173914:k141_34994_length_92624_cov_113.9450	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,virulent
T2108173914:k141_162179_length_62472_cov_128.2120	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella,virulent
T2108173914:k141_923588_length_51439_cov_83.5626	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,temperate
T2108173914:k141_258870_length_49824_cov_235.5303	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,temperate
T2108173914:k141_289409_length_45730_cov_100.9725	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,temperate
T2108173914:k141_514547_length_37316_cov_194.7985	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,temperate
T2108173914:k141_369384_length_35435_cov_166.7946	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter,temperate
T2108173914:k141_858414_length_31331_cov_81.0000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,virulent
T2108173914:k141_304136_length_28803_cov_154.4064	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,virulent
T2108173914:k141_36653_length_28449_cov_378.0912	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,temperate
T2108173914:k141_132870_length_27944_cov_172.8713	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus,temperate
T2108173914:k141_325788_length_24333_cov_232.6708	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,temperate
T2108173914:k141_197080_length_15143_cov_222.8787	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium,virulent
T2108174085:k141_2045178_length_30963_cov_158.0000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,temperate
T2108174085:k141_924549_length_28160_cov_66.4227	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae,d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella,virulent
T2108174085:k141_616276_length_20240_cov_119.2092	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,NA,virulent
T2108174085:k141_674229_length_17334_cov_202.9729	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,temperate
T2108174085:k141_474676_length_6258_cov_244.5159	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,temperate
T2107171953:k141_1533687_length_365670_cov_56.5701	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,NA,virulent
T2107171953:k141_579249_length_34686_cov_81.1776	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella_A,virulent
T2107171953:k141_1104436_length_31273_cov_53.0000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,NA,temperate
T2107171953:k141_979052_length_25095_cov_104.0744	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella_A,temperate
MET1467:k141_1367_length_24937_cov_68.0000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2109198994:k141_39081_length_330528_cov_44.5264	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,NA,virulent
MET0110:k119_2679_length_43777_cov_144.0033	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,temperate
T2109198958:k141_9446_length_46244_cov_1917.6980	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A,temperate
T2109198958:k141_1248_length_43300_cov_4904.6921	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A,virulent
